name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Acfer 038,48,Valid,H5,962,Found,01/01/1989 12:00:00 AM,27.53333,4,"(27.53333, 4.0)"
Acfer 039,49,Valid,L3.8,225,Found,01/01/1989 12:00:00 AM,27.53333,3.91667,"(27.53333, 3.91667)"
Acfer 040,50,Valid,L5-6,146,Found,01/01/1989 12:00:00 AM,27.46667,3.78333,"(27.46667, 3.78333)"
Acfer 041,51,Valid,L/LL6,134,Found,01/01/1989 12:00:00 AM,27.43333,3.71667,"(27.43333, 3.71667)"
Acfer 042,52,Valid,H5,246,Found,01/01/1989 12:00:00 AM,27.46667,3.83333,"(27.46667, 3.83333)"
Acfer 043,53,Valid,H4,120,Found,01/01/1989 12:00:00 AM,27.51667,3.91667,"(27.51667, 3.91667)"
Acfer 044,54,Valid,L6,195,Found,01/01/1989 12:00:00 AM,27.55,4,"(27.55, 4.0)"
Acfer 046,56,Valid,H5,1066,Found,01/01/1989 12:00:00 AM,27.78333,4.7,"(27.78333, 4.7)"
Acfer 047,57,Valid,L4,1440,Found,01/01/1989 12:00:00 AM,27.83333,4.7,"(27.83333, 4.7)"
Acfer 048,58,Valid,H4-5,115,Found,01/01/1989 12:00:00 AM,27.55,4.08333,"(27.55, 4.08333)"
Acfer 049,59,Valid,H5,82.9,Found,01/01/1989 12:00:00 AM,27.41667,3.71667,"(27.41667, 3.71667)"
Acfer 050,60,Valid,H6,1394,Found,01/01/1989 12:00:00 AM,27.65,4.5,"(27.65, 4.5)"
Acfer 051,61,Valid,L5,905,Found,01/01/1989 12:00:00 AM,27.61667,4.41667,"(27.61667, 4.41667)"
Acfer 052,62,Valid,L5,58,Found,01/01/1989 12:00:00 AM,27.75,4.15,"(27.75, 4.15)"
Acfer 053,63,Valid,H6,1937,Found,01/01/1989 12:00:00 AM,27.73333,4.05,"(27.73333, 4.05)"
Acfer 054,64,Valid,H5,2051,Found,01/01/1989 12:00:00 AM,27.7,3.93333,"(27.7, 3.93333)"
Acfer 055,65,Valid,H5,1338,Found,01/01/1989 12:00:00 AM,27.5,3.98333,"(27.5, 3.98333)"
Acfer 056,66,Valid,L4,129,Found,01/01/1989 12:00:00 AM,27.46667,3.88333,"(27.46667, 3.88333)"
Acfer 058,67,Valid,LL5-6,277,Found,01/01/1989 12:00:00 AM,27.38333,3.71667,"(27.38333, 3.71667)"
Acfer 059,68,Valid,CR2,281,Found,01/01/1989 12:00:00 AM,27.51667,4.06667,"(27.51667, 4.06667)"
Acfer 060,69,Valid,H4,226,Found,01/01/1989 12:00:00 AM,27.56667,4.16667,"(27.56667, 4.16667)"
Acfer 061,70,Valid,H4-5,105,Found,01/01/1989 12:00:00 AM,27.6,4.25,"(27.6, 4.25)"
Acfer 062,71,Valid,H5,283,Found,01/01/1989 12:00:00 AM,27.6,4.41667,"(27.6, 4.41667)"
Acfer 063,72,Valid,Mesosiderite,716,Found,01/01/1989 12:00:00 AM,27.61667,4.56667,"(27.61667, 4.56667)"
Acfer 064,73,Valid,L5,854,Found,01/01/1989 12:00:00 AM,27.61667,4.56667,"(27.61667, 4.56667)"
Acfer 065,74,Valid,H4-5,1539,Found,01/01/1989 12:00:00 AM,27.5,4.28333,"(27.5, 4.28333)"
Acfer 066,75,Valid,LL3.8-6,517,Found,01/01/1990 12:00:00 AM,27.63333,4.06667,"(27.63333, 4.06667)"
Acfer 067,76,Valid,H5,383,Found,01/01/1990 12:00:00 AM,27.71667,4.78333,"(27.71667, 4.78333)"
Acfer 068,77,Valid,L6,1805,Found,01/01/1990 12:00:00 AM,27.55,3.7,"(27.55, 3.7)"
Acfer 069,78,Valid,L6,941,Found,01/01/1990 12:00:00 AM,27.53333,3.83333,"(27.53333, 3.83333)"
Acfer 070,79,Valid,H4/5,138,Found,01/01/1990 12:00:00 AM,27.68333,4.48333,"(27.68333, 4.48333)"
Acfer 071,80,Valid,L6,1379,Found,01/01/1990 12:00:00 AM,27.63333,4.28333,"(27.63333, 4.28333)"
Acfer 072,81,Valid,L5/6,162,Found,01/01/1990 12:00:00 AM,27.63333,4.25,"(27.63333, 4.25)"
Acfer 073,82,Valid,H5,2010,Found,01/01/1990 12:00:00 AM,27.53333,3.85,"(27.53333, 3.85)"
Acfer 074,83,Valid,L6,384,Found,01/01/1990 12:00:00 AM,27.48333,3.83333,"(27.48333, 3.83333)"
Acfer 075,84,Valid,H5,1453,Found,01/01/1990 12:00:00 AM,27.51667,3.73333,"(27.51667, 3.73333)"
Acfer 076,85,Valid,H5,183,Found,01/01/1990 12:00:00 AM,27.7,4.35,"(27.7, 4.35)"
Acfer 077,86,Valid,L6,2538,Found,01/01/1990 12:00:00 AM,27.63333,4.51667,"(27.63333, 4.51667)"
Acfer 078,87,Valid,H5,105,Found,01/01/1990 12:00:00 AM,27.56667,4.15,"(27.56667, 4.15)"
Acfer 079,88,Valid,L6,387,Found,01/01/1990 12:00:00 AM,27.5,3.68333,"(27.5, 3.68333)"
Acfer 080,89,Valid,L3.9,574,Found,01/01/1990 12:00:00 AM,27.63333,4.51667,"(27.63333, 4.51667)"
Acfer 081,90,Valid,LL5-6,110,Found,01/01/1990 12:00:00 AM,27.53333,3.86667,"(27.53333, 3.86667)"
Acfer 082,91,Valid,CV3,208,Found,01/01/1990 12:00:00 AM,27.5,3.48333,"(27.5, 3.48333)"
Acfer 083,92,Valid,L6,690,Found,01/01/1990 12:00:00 AM,27.48333,3.63333,"(27.48333, 3.63333)"
Acfer 084,93,Valid,H5,6300,Found,01/01/1990 12:00:00 AM,27.55,3.86667,"(27.55, 3.86667)"
Acfer 085,94,Valid,H5,293,Found,01/01/1990 12:00:00 AM,27.58333,3.95,"(27.58333, 3.95)"
Acfer 086,95,Valid,CV3,173,Found,01/01/1990 12:00:00 AM,27.66667,4.18333,"(27.66667, 4.18333)"
Acfer 087,96,Valid,CR2,163,Found,01/01/1990 12:00:00 AM,27.7,4.26667,"(27.7, 4.26667)"
Acfer 088,97,Valid,L6,200,Found,01/01/1990 12:00:00 AM,27.75,4.43333,"(27.75, 4.43333)"
Acfer 089,98,Valid,H5,682,Found,01/01/1990 12:00:00 AM,27.63333,4.3,"(27.63333, 4.3)"
Acfer 090,99,Valid,H5,290,Found,01/01/1990 12:00:00 AM,27.5,3.83333,"(27.5, 3.83333)"
Acfer 091,100,Valid,LL5-6,3487,Found,01/01/1990 12:00:00 AM,27.45,4.11667,"(27.45, 4.11667)"
Acfer 092,101,Valid,H5,244,Found,01/01/1990 12:00:00 AM,27.66667,4.51667,"(27.66667, 4.51667)"
Acfer 093,102,Valid,L5,420,Found,01/01/1990 12:00:00 AM,27.71667,4.13333,"(27.71667, 4.13333)"
Acfer 094,103,Valid,C2-ung,82,Found,01/01/1990 12:00:00 AM,27.73333,4.43333,"(27.73333, 4.43333)"
Acfer 095,104,Valid,H3.7,104,Found,01/01/1990 12:00:00 AM,27.71667,4.38333,"(27.71667, 4.38333)"
Acfer 096,105,Valid,L4-5,572,Found,01/01/1990 12:00:00 AM,27.61667,4.2,"(27.61667, 4.2)"
Acfer 097,106,Valid,CR2,63,Found,01/01/1990 12:00:00 AM,27.51667,3.96667,"(27.51667, 3.96667)"
Acfer 098,107,Valid,H5,5500,Found,01/01/1990 12:00:00 AM,27.46667,3.88333,"(27.46667, 3.88333)"
Acfer 099,108,Valid,H5,313,Found,01/01/1990 12:00:00 AM,27.45,3.83333,"(27.45, 3.83333)"
Acfer 100,109,Valid,H6,140,Found,01/01/1990 12:00:00 AM,27.46667,3.95,"(27.46667, 3.95)"
Acfer 101,110,Valid,L6,452,Found,01/01/1990 12:00:00 AM,27.53333,4.16667,"(27.53333, 4.16667)"
Acfer 102,111,Valid,L3-5,346,Found,01/01/1990 12:00:00 AM,27.66667,4.46667,"(27.66667, 4.46667)"
Acfer 103,112,Valid,H5,665,Found,01/01/1990 12:00:00 AM,27.8,4.5,"(27.8, 4.5)"
Acfer 104,113,Valid,H4/5,992,Found,01/01/1990 12:00:00 AM,27.63333,4.36667,"(27.63333, 4.36667)"
Acfer 105,114,Valid,L6,392,Found,01/01/1990 12:00:00 AM,27.55,4.13333,"(27.55, 4.13333)"
Acfer 106,115,Valid,LL6,1390,Found,01/01/1990 12:00:00 AM,27.5,3.9,"(27.5, 3.9)"
Acfer 107,116,Valid,L6,105,Found,01/01/1990 12:00:00 AM,27.45,3.75,"(27.45, 3.75)"
Acfer 108,117,Valid,H6,828,Found,01/01/1990 12:00:00 AM,27.5,3.88333,"(27.5, 3.88333)"
Acfer 109,118,Valid,H4/5,236,Found,01/01/1990 12:00:00 AM,27.55,3.76667,"(27.55, 3.76667)"
Acfer 110,119,Valid,L6,107,Found,01/01/1990 12:00:00 AM,27.48333,3.8,"(27.48333, 3.8)"
Acfer 111,120,Valid,H3-6,987,Found,01/01/1990 12:00:00 AM,27.48333,3.8,"(27.48333, 3.8)"
Acfer 112,121,Valid,LL4/5,216,Found,01/01/1990 12:00:00 AM,27.65,4.03333,"(27.65, 4.03333)"
Acfer 113,122,Valid,LL6,2906,Found,01/01/1990 12:00:00 AM,27.56667,4.03333,"(27.56667, 4.03333)"
Acfer 114,123,Valid,CR2,43,Found,01/01/1990 12:00:00 AM,27.6,3.96667,"(27.6, 3.96667)"
Acfer 115,124,Valid,H6,287,Found,01/01/1990 12:00:00 AM,27.73333,4.16667,"(27.73333, 4.16667)"
Acfer 116,125,Valid,L6,345,Found,01/01/1990 12:00:00 AM,27.73333,4.16667,"(27.73333, 4.16667)"
Acfer 117,126,Valid,H4,178,Found,01/01/1990 12:00:00 AM,27.73333,4.2,"(27.73333, 4.2)"
Acfer 118,127,Valid,L6,752,Found,01/01/1990 12:00:00 AM,27.66667,4.2,"(27.66667, 4.2)"
Acfer 119,128,Valid,H3.8,121,Found,01/01/1990 12:00:00 AM,27.65,4.23333,"(27.65, 4.23333)"
Acfer 120,129,Valid,LL6,861,Found,01/01/1990 12:00:00 AM,27.65,4.3,"(27.65, 4.3)"
Acfer 121,130,Valid,L5-6,427,Found,01/01/1990 12:00:00 AM,27.68333,4.33333,"(27.68333, 4.33333)"
Acfer 122,131,Valid,L4/5,235,Found,01/01/1990 12:00:00 AM,27.5,3.66667,"(27.5, 3.66667)"
Acfer 123,132,Valid,H3.9,452,Found,01/01/1990 12:00:00 AM,27.46667,3.76667,"(27.46667, 3.76667)"
Acfer 124,133,Valid,LL5-6,542,Found,01/01/1990 12:00:00 AM,27.6,4.05,"(27.6, 4.05)"
Acfer 125,134,Valid,L6,3380,Found,01/01/1990 12:00:00 AM,27.68333,4.35,"(27.68333, 4.35)"
Acfer 126,135,Valid,LL5-6,280,Found,01/01/1990 12:00:00 AM,27.51667,3.8,"(27.51667, 3.8)"
Acfer 127,136,Valid,L6,699,Found,01/01/1990 12:00:00 AM,27.7,4.3,"(27.7, 4.3)"
Acfer 128,137,Valid,L6,163,Found,01/01/1990 12:00:00 AM,27.5,4.3,"(27.5, 4.3)"
Acfer 129,138,Valid,H3.7,162,Found,01/01/1990 12:00:00 AM,27.6,4.2,"(27.6, 4.2)"
Acfer 130,139,Valid,H5,400,Found,01/01/1990 12:00:00 AM,27.58333,4,"(27.58333, 4.0)"
Acfer 131,140,Valid,LL6,171,Found,01/01/1990 12:00:00 AM,27.58333,3.96667,"(27.58333, 3.96667)"
Acfer 132,141,Valid,H6,1621,Found,01/01/1990 12:00:00 AM,27.5,3.76667,"(27.5, 3.76667)"
Acfer 133,142,Valid,L3-5,362,Found,01/01/1990 12:00:00 AM,27.5,3.83333,"(27.5, 3.83333)"
Acfer 134,143,Valid,L5,1161,Found,01/01/1990 12:00:00 AM,27.76667,4.53333,"(27.76667, 4.53333)"
Acfer 135,144,Valid,H5,124,Found,01/01/1990 12:00:00 AM,27.55,4.03333,"(27.55, 4.03333)"
Acfer 136,145,Valid,H5,324,Found,01/01/1990 12:00:00 AM,27.46667,4.05,"(27.46667, 4.05)"
Acfer 137,146,Valid,H4/5,106,Found,01/01/1990 12:00:00 AM,27.58333,4.08333,"(27.58333, 4.08333)"
Acfer 138,147,Valid,L5,941,Found,01/01/1990 12:00:00 AM,27.66667,4.08333,"(27.66667, 4.08333)"
Acfer 139,148,Valid,CR2,143,Found,01/01/1990 12:00:00 AM,27.56667,4.08333,"(27.56667, 4.08333)"
Acfer 140,149,Valid,L5,171,Found,01/01/1990 12:00:00 AM,27.56667,4.08333,"(27.56667, 4.08333)"
Acfer 141,150,Valid,H5,58,Found,01/01/1990 12:00:00 AM,27.58333,3.85,"(27.58333, 3.85)"
Acfer 142,151,Valid,L5,91,Found,01/01/1990 12:00:00 AM,27.56667,4.35,"(27.56667, 4.35)"
Acfer 143,152,Valid,L6,417,Found,01/01/1990 12:00:00 AM,27.66667,4.45,"(27.66667, 4.45)"
Acfer 144,153,Valid,L6,186,Found,01/01/1990 12:00:00 AM,27.66667,4.28333,"(27.66667, 4.28333)"
Acfer 145,154,Valid,L6,869,Found,01/01/1990 12:00:00 AM,27.66667,4.28333,"(27.66667, 4.28333)"
Acfer 146,155,Valid,H5,200,Found,01/01/1990 12:00:00 AM,27.63333,4.08333,"(27.63333, 4.08333)"
Acfer 147,156,Valid,L6,140,Found,01/01/1990 12:00:00 AM,27.6,4.11667,"(27.6, 4.11667)"
Acfer 148,157,Valid,H5,157,Found,01/01/1990 12:00:00 AM,27.58333,4.06667,"(27.58333, 4.06667)"
Acfer 149,158,Valid,L/LL6,394,Found,01/01/1990 12:00:00 AM,27.58333,4.05,"(27.58333, 4.05)"
Acfer 150,159,Valid,H5,251,Found,01/01/1990 12:00:00 AM,27.56667,3.81667,"(27.56667, 3.81667)"
Acfer 151,160,Valid,H5,218,Found,01/01/1990 12:00:00 AM,27.46667,3.71667,"(27.46667, 3.71667)"
Acfer 152,161,Valid,H5,157,Found,01/01/1990 12:00:00 AM,27.43333,3.75,"(27.43333, 3.75)"
Acfer 153,162,Valid,H3.6-6,211,Found,01/01/1990 12:00:00 AM,27.53333,3.95,"(27.53333, 3.95)"
Acfer 154,163,Valid,H5,95,Found,01/01/1990 12:00:00 AM,27.55,4.01667,"(27.55, 4.01667)"
Acfer 155,164,Valid,L6,206,Found,01/01/1990 12:00:00 AM,27.66667,4.25,"(27.66667, 4.25)"
Acfer 156,165,Valid,L6,240,Found,01/01/1990 12:00:00 AM,27.66667,4.23333,"(27.66667, 4.23333)"
Acfer 157,166,Valid,L6,1072,Found,01/01/1990 12:00:00 AM,27.66667,4.23333,"(27.66667, 4.23333)"
Acfer 158,167,Valid,H4/5,422,Found,01/01/1990 12:00:00 AM,27.66667,4.21667,"(27.66667, 4.21667)"
Acfer 159,168,Valid,H3.8,123,Found,01/01/1990 12:00:00 AM,27.5,3.93333,"(27.5, 3.93333)"
Acfer 160,169,Valid,LL3.8-6,433,Found,01/01/1990 12:00:00 AM,27.46667,3.71667,"(27.46667, 3.71667)"
