name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Pavel,18173,Valid,H5,2968,Fell,01/01/1966 12:00:00 AM,43.46667,25.51667,"(43.46667, 25.51667)"
Peace River,18180,Valid,L6,45760,Fell,01/01/1963 12:00:00 AM,56.13333,-117.93333,"(56.13333, -117.93333)"
Piancaldoli,18813,Valid,LL3.4,13.1,Fell,01/01/1968 12:00:00 AM,44.24417,11.50222,"(44.24417, 11.50222)"
Ras Tanura,22395,Valid,H6,6.1,Fell,01/01/1961 12:00:00 AM,26.66667,50.15,"(26.66667, 50.15)"
Revelstoke,22592,Valid,CI1,1,Fell,01/01/1965 12:00:00 AM,51.33333,-118.95,"(51.33333, -118.95)"
Saint-Séverin,23102,Valid,LL6,271000,Fell,01/01/1966 12:00:00 AM,45.3,0.23333,"(45.3, 0.23333)"
San Pedro Jacuaro,34063,Valid,LL6,460,Fell,01/01/1968 12:00:00 AM,19.76667,-100.65,"(19.76667, -100.65)"
São Jose do Rio Preto,23171,Valid,H4,927,Fell,01/01/1962 12:00:00 AM,-20.81,-49.38056,"(-20.81, -49.38056)"
Schenectady,23458,Valid,H5,283.3,Fell,01/01/1968 12:00:00 AM,42.86083,-73.95028,"(42.86083, -73.95028)"
Seoni,23500,Valid,H6,20000,Fell,01/01/1966 12:00:00 AM,21.68389,79.50083,"(21.68389, 79.50083)"
Soheria,23660,Valid,OC,72.9,Fell,01/01/1960 12:00:00 AM,27.13333,84.06667,"(27.13333, 84.06667)"
Ste. Marguerite,23099,Valid,H4,4960,Fell,01/01/1962 12:00:00 AM,50.76667,3,"(50.76667, 3.0)"
Suchy Dul,23737,Valid,L6,815.3,Fell,01/01/1969 12:00:00 AM,50.53806,16.26333,"(50.53806, 16.26333)"
Taonan,23873,Valid,L5,3850,Fell,01/01/1965 12:00:00 AM,45.4,122.9,"(45.4, 122.9)"
Tathlith,23885,Valid,L6,2500,Fell,01/01/1967 12:00:00 AM,19.38333,43.73333,"(19.38333, 43.73333)"
Tillaberi,23999,Valid,L6,3000,Fell,01/01/1970 12:00:00 AM,14.25,1.53333,"(14.25, 1.53333)"
Tugalin-Bulen,24062,Valid,H6,10000,Fell,01/01/1967 12:00:00 AM,45.46667,105.38333,"(45.46667, 105.38333)"
Ucera,24097,Valid,H5,4590,Fell,01/01/1970 12:00:00 AM,11.05,-69.85,"(11.05, -69.85)"
Umm Ruaba,24118,Valid,L5,1700,Fell,01/01/1966 12:00:00 AM,13.46667,31.21667,"(13.46667, 31.21667)"
Usti Nad Orlici,24132,Valid,L6,1269,Fell,01/01/1963 12:00:00 AM,49.975,16.375,"(49.975, 16.375)"
Vilna,24183,Valid,L5,0.1,Fell,01/01/1967 12:00:00 AM,54.225,-111.69167,"(54.225, -111.69167)"
Wiluna,24281,Valid,H5,150000,Fell,01/01/1967 12:00:00 AM,-26.59278,120.32833,"(-26.59278, 120.32833)"
Wolamo,24324,Valid,OC,166.4,Fell,01/01/1964 12:00:00 AM,9,39,"(9.0, 39.0)"
Woolgorong,24334,Valid,L6,36000,Fell,01/01/1960 12:00:00 AM,-27.75,115.83333,"(-27.75, 115.83333)"
Zagami,30386,Valid,Martian (shergottite),18000,Fell,01/01/1962 12:00:00 AM,11.73333,7.08333,"(11.73333, 7.08333)"
Zaisan,30388,Valid,H5,463,Fell,01/01/1963 12:00:00 AM,47.5,83,"(47.5, 83.0)"
Acomita,372,Valid,"Pallasite, PMG",3956,Found,01/01/1962 12:00:00 AM,35.05,-107.56667,"(35.05, -107.56667)"
ad-Dahbubah,376,Valid,H5,90000,Found,01/01/1961 12:00:00 AM,19.83333,51.25,"(19.83333, 51.25)"
Akhricha,428,Valid,H,1760,Found,01/01/1968 12:00:00 AM,28.4625,1.025,"(28.4625, 1.025)"
Akron (1961),431,Valid,L6,4000,Found,01/01/1961 12:00:00 AM,40.15,-103.16667,"(40.15, -103.16667)"
Albion,457,Valid,"Iron, IVA",12280,Found,01/01/1966 12:00:00 AM,46.83333,-117.25,"(46.83333, -117.25)"
al-Ghanim (iron),468,Valid,"Iron, IIIAB",500,Found,01/01/1960 12:00:00 AM,19.83333,54.08333,"(19.83333, 54.08333)"
al-Ghanim (stone),469,Valid,L6,3755,Found,01/01/1960 12:00:00 AM,19.7,53.96667,"(19.7, 53.96667)"
Anoka,2307,Valid,"Iron, IAB-sLM",1108,Found,01/01/1961 12:00:00 AM,45.2,-93.43333,"(45.2, -93.43333)"
Answer,2309,Valid,Iron,11090,Found,01/01/1970 12:00:00 AM,-21.65972,140.90694,"(-21.65972, 140.90694)"
Anton,2311,Valid,H4,41800,Found,01/01/1965 12:00:00 AM,33.7825,-102.18111,"(33.7825, -102.18111)"
Aprel'sky,2319,Valid,"Iron, IIIAB",54600,Found,01/01/1969 12:00:00 AM,53.3,126.11667,"(53.3, 126.11667)"
Armel,2336,Valid,L5,9200,Found,01/01/1967 12:00:00 AM,39.76667,-102.13333,"(39.76667, -102.13333)"
Arrabury,2337,Valid,H6,5300,Found,01/01/1960 12:00:00 AM,-26.5,141.08333,"(-26.5, 141.08333)"
Ashmore,2349,Valid,H5,55400,Found,01/01/1969 12:00:00 AM,32.9,-102.28333,"(32.9, -102.28333)"
ash-Shalfah,2350,Valid,L4,935,Found,01/01/1961 12:00:00 AM,21.875,49.71944,"(21.875, 49.71944)"
as-Su'aydan,2354,Valid,L5,5855,Found,01/01/1960 12:00:00 AM,21.25417,55.305,"(21.25417, 55.305)"
Atwood,4891,Valid,L6,2100,Found,01/01/1963 12:00:00 AM,40.51667,-103.26667,"(40.51667, -103.26667)"
Atwood (b),4892,Valid,OC,77,Found,01/01/1964 12:00:00 AM,40.51667,-103.26667,"(40.51667, -103.26667)"
Avoca (Western Australia),4909,Valid,"Iron, IIIAB",37850,Found,01/01/1966 12:00:00 AM,-30.85,122.31667,"(-30.85, 122.31667)"
Baandee,4914,Valid,H6,256.3,Found,01/01/1967 12:00:00 AM,-31.61667,118.03333,"(-31.61667, 118.03333)"
Balfour Downs,4927,Valid,"Iron, IAB-sLL",2400,Found,01/01/1962 12:00:00 AM,-22.75,120.83333,"(-22.75, 120.83333)"
Barbianello,4941,Valid,"Iron, ungrouped",860,Found,01/01/1960 12:00:00 AM,45.05778,9.19556,"(45.05778, 9.19556)"
Batesland,4973,Valid,H5,2500,Found,01/01/1961 12:00:00 AM,43.13333,-102.1,"(43.13333, -102.1)"
Bench Crater,5013,Valid,C1-ung,,Found,01/01/1969 12:00:00 AM,,,
Benedict,5017,Valid,"Iron, IIIAB",16380,Found,01/01/1970 12:00:00 AM,41,-97.53333,"(41.0, -97.53333)"
Benjamin,5020,Valid,H4/5,51800,Found,01/01/1969 12:00:00 AM,33.58333,-99.8,"(33.58333, -99.8)"
Bethel (a),5030,Valid,OC,18.3,Found,01/01/1968 12:00:00 AM,34.23333,-103.38333,"(34.23333, -103.38333)"
Bethel (b),5031,Valid,H4,56.8,Found,01/01/1968 12:00:00 AM,34.24667,-103.395,"(34.24667, -103.395)"
Big Rock Donga,5044,Valid,H6,19000,Found,01/01/1970 12:00:00 AM,-30.55,130.96667,"(-30.55, 130.96667)"
Billygoat Donga,5048,Valid,L6,893,Found,01/01/1962 12:00:00 AM,-30.13333,126.36667,"(-30.13333, 126.36667)"
Bledsoe,5074,Valid,H4,30500,Found,01/01/1970 12:00:00 AM,33.59167,-103.02667,"(33.59167, -103.02667)"
Boaz (stone),5091,Valid,H5,1800,Found,01/01/1968 12:00:00 AM,33.65167,-103.70833,"(33.65167, -103.70833)"
Bocaiuva,5092,Valid,"Iron, ungrouped",64000,Found,01/01/1965 12:00:00 AM,-17.16667,-43.83333,"(-17.16667, -43.83333)"
Boolka,5108,Valid,H5,12000,Found,01/01/1968 12:00:00 AM,-30.06667,141.06667,"(-30.06667, 141.06667)"
Bou Hadid,5118,Valid,L,374,Found,01/01/1969 12:00:00 AM,28.3125,0.23333,"(28.3125, 0.23333)"
Bowesmont,5124,Valid,L6,2270,Found,01/01/1962 12:00:00 AM,48.68333,-97.16667,"(48.68333, -97.16667)"
Brownfield (1964),5152,Valid,H5,4100,Found,01/01/1964 12:00:00 AM,33.21667,-102.18333,"(33.21667, -102.18333)"
Brownfield (iron),5154,Valid,"Iron, IID",1626,Found,01/01/1960 12:00:00 AM,33.21667,-102.18333,"(33.21667, -102.18333)"
Buckleboo,5160,Valid,H6,992,Found,01/01/1963 12:00:00 AM,-32.95556,136.1375,"(-32.95556, 136.1375)"
Budulan,5161,Valid,Mesosiderite-B4,100000,Found,01/01/1962 12:00:00 AM,50.56667,114.9,"(50.56667, 114.9)"
Buenaventura,5162,Valid,"Iron, IIIAB",113600,Found,01/01/1969 12:00:00 AM,29.8,-107.55,"(29.8, -107.55)"
Burnabbie,5173,Valid,H5,2515,Found,01/01/1965 12:00:00 AM,-32.05,126.16667,"(-32.05, 126.16667)"
Burrika,5176,Valid,L6,20.4,Found,01/01/1966 12:00:00 AM,-31.96667,125.83333,"(-31.96667, 125.83333)"
Calcalong Creek,5194,Valid,Lunar (anorth),19,Found,01/01/1960 12:00:00 AM,-26.45,120.36667,"(-26.45, 120.36667)"
Caldera,5196,Valid,Eucrite-mmict,500,Found,01/01/1967 12:00:00 AM,-27.05,-70.8,"(-27.05, -70.8)"
Caldwell,5197,Valid,L-imp melt,12900,Found,01/01/1961 12:00:00 AM,37.03333,-97.625,"(37.03333, -97.625)"
Canyonlands,5258,Valid,H6,1520,Found,01/01/1961 12:00:00 AM,38.18333,-109.88333,"(38.18333, -109.88333)"
Cardanumbi,5268,Valid,L5,6.4,Found,01/01/1966 12:00:00 AM,-32.1,125.68333,"(-32.1, 125.68333)"
Carnegie,5278,Valid,L6,132700,Found,01/01/1963 12:00:00 AM,35.16667,-98.64389,"(35.16667, -98.64389)"
Catherwood,5298,Valid,L6,3920,Found,01/01/1965 12:00:00 AM,51.965,-107.43833,"(51.965, -107.43833)"
Changxing,5323,Valid,H5,27900,Found,01/01/1964 12:00:00 AM,31.33333,121.66667,"(31.33333, 121.66667)"
Claytonville,5375,Valid,L5,15600,Found,01/01/1964 12:00:00 AM,34.34667,-101.49,"(34.34667, -101.49)"
Cleo Springs,5378,Valid,H4,24000,Found,01/01/1960 12:00:00 AM,36.43333,-98.43333,"(36.43333, -98.43333)"
Clifford,5380,Valid,L6,11360,Found,01/01/1962 12:00:00 AM,39.1,-103.25833,"(39.1, -103.25833)"
Clovis (no. 1),5385,Valid,H3.6,283000,Found,01/01/1961 12:00:00 AM,34.3,-103.13472,"(34.3, -103.13472)"
Clovis (no. 2),5386,Valid,L6,41300,Found,01/01/1963 12:00:00 AM,34.3,-103.13333,"(34.3, -103.13333)"
Cockarrow Creek,5390,Valid,L6,429,Found,01/01/1970 12:00:00 AM,-26.66667,120.16667,"(-26.66667, 120.16667)"
Coonana,5437,Valid,H4,6800,Found,01/01/1962 12:00:00 AM,-29.85,140.7,"(-29.85, 140.7)"
Coorara,5439,Valid,L6,116.7,Found,01/01/1966 12:00:00 AM,-30.45,126.1,"(-30.45, 126.1)"
Cope (b),5441,Valid,H5,817,Found,01/01/1967 12:00:00 AM,39.68333,-102.845,"(39.68333, -102.845)"
Coronel Arnold,5445,Valid,L,450,Found,01/01/1962 12:00:00 AM,-33.06667,-61,"(-33.06667, -61.0)"
Corowa,5446,Valid,"Iron, IIF",11340,Found,01/01/1964 12:00:00 AM,-36,146.36667,"(-36.0, 146.36667)"
Credo,5468,Valid,L6,10820,Found,01/01/1967 12:00:00 AM,-30.36667,120.73333,"(-30.36667, 120.73333)"
Crosbyton,5475,Valid,H,,Found,01/01/1963 12:00:00 AM,33.66667,-101.26667,"(33.66667, -101.26667)"
Dalhart,5508,Valid,H5,4400,Found,01/01/1968 12:00:00 AM,36.04333,-102.40833,"(36.04333, -102.40833)"
De Hoek,6622,Valid,"Iron, ungrouped",20930,Found,01/01/1960 12:00:00 AM,-29.38333,23.1,"(-29.38333, 23.1)"
De Kalb,6623,Valid,H,566,Found,01/01/1969 12:00:00 AM,39.59167,-94.92194,"(39.59167, -94.92194)"
Del Rio,6639,Valid,"Iron, IIF",3596,Found,01/01/1965 12:00:00 AM,29.36667,-100.96667,"(29.36667, -100.96667)"
Delphos (a),6645,Valid,L4,1244.7,Found,01/01/1968 12:00:00 AM,34.08333,-103.525,"(34.08333, -103.525)"
Delphos (b),6646,Valid,OC,548,Found,01/01/1968 12:00:00 AM,34.09,-103.61167,"(34.09, -103.61167)"
Delphos (d),6648,Valid,H5,276,Found,01/01/1969 12:00:00 AM,34.05,-103.55,"(34.05, -103.55)"
Dingo Pup Donga,7647,Valid,Ureilite,122.7,Found,01/01/1965 12:00:00 AM,-30.43333,126.1,"(-30.43333, 126.1)"
Doolgunna,7710,Valid,L,20,Found,01/01/1967 12:00:00 AM,-25.93333,119.3,"(-25.93333, 119.3)"
Dora (stone),7713,Valid,OC,1570,Found,01/01/1970 12:00:00 AM,33.92333,-103.35,"(33.92333, -103.35)"
Duncanville,7744,Valid,H,17800,Found,01/01/1961 12:00:00 AM,32.63333,-96.86667,"(32.63333, -96.86667)"
Dunedin,7746,Valid,LL3,5.1,Found,01/01/1960 12:00:00 AM,,,
Eagles Nest,7762,Valid,Brachinite,154,Found,01/01/1960 12:00:00 AM,,,
Edjudina,7766,Valid,H4,4480,Found,01/01/1969 12:00:00 AM,-29.58639,122.18167,"(-29.58639, 122.18167)"
Efremovka,7772,Valid,CV3,21000,Found,01/01/1962 12:00:00 AM,52.5,77,"(52.5, 77.0)"
Egvekinot,7773,Valid,"Iron, IAB-sLM",10000,Found,01/01/1970 12:00:00 AM,66.8,178.2,"(66.8, 178.2)"
Elba,7821,Valid,H5,4175,Found,01/01/1966 12:00:00 AM,39.83333,-103.21667,"(39.83333, -103.21667)"
Elida (a),10014,Valid,L6,936.8,Found,01/01/1968 12:00:00 AM,33.78333,-103.57667,"(33.78333, -103.57667)"
Elida (b),10015,Valid,OC,537.8,Found,01/01/1968 12:00:00 AM,33.91667,-103.51833,"(33.91667, -103.51833)"
Elida (c),10016,Valid,H5,385.5,Found,01/01/1968 12:00:00 AM,33.79,-103.56333,"(33.79, -103.56333)"
Ellicott,10021,Valid,"Iron, IAB-ung",15700,Found,01/01/1960 12:00:00 AM,38.80778,-104.56944,"(38.80778, -104.56944)"
Ellisras,10023,Valid,Iron,2066,Found,01/01/1970 12:00:00 AM,-23.83333,27.91667,"(-23.83333, 27.91667)"
Emery,10031,Valid,Mesosiderite-A3,16700,Found,01/01/1962 12:00:00 AM,43.56333,-97.58333,"(43.56333, -97.58333)"
Enigma,10036,Valid,H4,94,Found,01/01/1967 12:00:00 AM,31.33333,-82.31667,"(31.33333, -82.31667)"
Erie,10045,Valid,L6,3300,Found,01/01/1965 12:00:00 AM,40.03167,-105.05667,"(40.03167, -105.05667)"
Etosha,10061,Valid,"Iron, IC",110700,Found,01/01/1970 12:00:00 AM,-18.5,16,"(-18.5, 16.0)"
Etter,10062,Valid,L5,450000,Found,01/01/1965 12:00:00 AM,35.98333,-101.9,"(35.98333, -101.9)"
Euclid,10063,Valid,H5,2500,Found,01/01/1970 12:00:00 AM,47.95833,-96.7,"(47.95833, -96.7)"
Eunice,10064,Valid,H5,2300,Found,01/01/1961 12:00:00 AM,34.47,-101.75833,"(34.47, -101.75833)"
Eva,10066,Valid,H5,6700,Found,01/01/1965 12:00:00 AM,36.81667,-101.90833,"(36.81667, -101.90833)"
Faucett,10077,Valid,H5,100000,Found,01/01/1966 12:00:00 AM,39.61667,-94.86667,"(39.61667, -94.86667)"
Felt,10083,Valid,H6,5400,Found,01/01/1970 12:00:00 AM,36.55,-102.78333,"(36.55, -102.78333)"
Fenbark,10085,Valid,H5,1861,Found,01/01/1968 12:00:00 AM,-30.44028,121.25694,"(-30.44028, 121.25694)"
Ferintosh,10090,Valid,OC,2201,Found,01/01/1965 12:00:00 AM,52.8,-112.98333,"(52.8, -112.98333)"
Finney,10104,Valid,L5,10700,Found,01/01/1962 12:00:00 AM,34.26667,-101.56667,"(34.26667, -101.56667)"
Floyd,10113,Valid,L4,13000,Found,01/01/1966 12:00:00 AM,34.19333,-103.575,"(34.19333, -103.575)"
Fluvanna (a),10116,Valid,L5,9500,Found,01/01/1967 12:00:00 AM,32.8,-101.11667,"(32.8, -101.11667)"
Forrest 001,10124,Valid,H5,97.7,Found,01/01/1967 12:00:00 AM,-30.81667,128.21667,"(-30.81667, 128.21667)"
Forrest 003,10126,Valid,H3,74,Found,01/01/1970 12:00:00 AM,-30.9,128.08333,"(-30.9, 128.08333)"
Forrest 004,10127,Valid,L6,64,Found,01/01/1970 12:00:00 AM,-30.46667,128.2,"(-30.46667, 128.2)"
Forrest 005,10128,Valid,H4,36,Found,01/01/1970 12:00:00 AM,-30.45833,128.21667,"(-30.45833, 128.21667)"
Fremont Butte,10181,Valid,L4,6647,Found,01/01/1963 12:00:00 AM,38.5,-105.5,"(38.5, -105.5)"
Frenchman Bay,10182,Valid,H3.5,8800,Found,01/01/1964 12:00:00 AM,-30.60833,115.16667,"(-30.60833, 115.16667)"
Fuling,10837,Valid,Iron,,Found,01/01/1960 12:00:00 AM,29.7,107.4,"(29.7, 107.4)"
Garrison,10864,Valid,H5,5116,Found,01/01/1969 12:00:00 AM,33.86333,-103.34667,"(33.86333, -103.34667)"
Georgetown,10904,Valid,H6,687,Found,01/01/1967 12:00:00 AM,39.7,-105.7,"(39.7, -105.7)"
Glasston,10928,Valid,L5,1990,Found,01/01/1969 12:00:00 AM,48.71667,-97.3,"(48.71667, -97.3)"
Gobabeb,10939,Valid,H4,27000,Found,01/01/1969 12:00:00 AM,-23.55,15.03333,"(-23.55, 15.03333)"
Grady (c),10953,Valid,H4,5700,Found,01/01/1970 12:00:00 AM,34.8,-103.31667,"(34.8, -103.31667)"
Grassland,10959,Valid,L4,4400,Found,01/01/1964 12:00:00 AM,33.11667,-101.58333,"(33.11667, -101.58333)"
Grier (a),11202,Valid,OC,12.4,Found,01/01/1969 12:00:00 AM,34.38167,-103.39167,"(34.38167, -103.39167)"
Grier (b),11203,Valid,L5-7,929.4,Found,01/01/1969 12:00:00 AM,34.26667,-103.38333,"(34.26667, -103.38333)"
Guangyuan,11438,Valid,Iron,,Found,01/01/1965 12:00:00 AM,32.4,105.9,"(32.4, 105.9)"
Guin,11445,Valid,"Iron, ungrouped",34500,Found,01/01/1969 12:00:00 AM,33.96667,-87.91667,"(33.96667, -87.91667)"
Gunnadorah,11454,Valid,H5,19.7,Found,01/01/1968 12:00:00 AM,-31,125.93333,"(-31.0, 125.93333)"
Hamilton (Queensland),11483,Valid,L6,68000,Found,01/01/1966 12:00:00 AM,-28.48333,148.25,"(-28.48333, 148.25)"
Hamilton (Texas),11484,Valid,OC,2700,Found,01/01/1965 12:00:00 AM,31.59333,-98.25,"(31.59333, -98.25)"
Hart Camp,11846,Valid,H6,1200,Found,01/01/1970 12:00:00 AM,33.99833,-102.17667,"(33.99833, -102.17667)"
Hartley,11847,Valid,L,2100,Found,01/01/1967 12:00:00 AM,35.94167,-102.16,"(35.94167, -102.16)"
Hassayampa,11851,Valid,H4,16000,Found,01/01/1963 12:00:00 AM,33.75,-112.66667,"(33.75, -112.66667)"
Hautes Fagnes,52854,Valid,LL5,185,Found,01/01/1965 12:00:00 AM,50.58333,6.16667,"(50.58333, 6.16667)"
Hebron,11867,Valid,H6,21820,Found,01/01/1965 12:00:00 AM,40.16667,-97.6,"(40.16667, -97.6)"
Hejing,11871,Valid,Iron,,Found,01/01/1965 12:00:00 AM,42.4,86.3,"(42.4, 86.3)"
Hereford,11876,Valid,OC,2276,Found,01/01/1970 12:00:00 AM,33.795,-102.24167,"(33.795, -102.24167)"
Homewood,11902,Valid,L6,325,Found,01/01/1970 12:00:00 AM,49.50833,-97.81667,"(49.50833, -97.81667)"
Hunter,11987,Valid,LL5,74600,Found,01/01/1962 12:00:00 AM,36.56,-97.66667,"(36.56, -97.66667)"
Idalia,11998,Valid,H,7400,Found,01/01/1968 12:00:00 AM,39.695,-102.295,"(39.695, -102.295)"
Ikhrarene,12005,Valid,L4,5465,Found,01/01/1969 12:00:00 AM,28.60417,1.04167,"(28.60417, 1.04167)"
Inman,12036,Valid,L/LL3.4,7250,Found,01/01/1966 12:00:00 AM,38.25,-97.66667,"(38.25, -97.66667)"
Isna,12051,Valid,CO3.8,23000,Found,01/01/1970 12:00:00 AM,24.83333,31.66667,"(24.83333, 31.66667)"
Itutinga,12059,Valid,"Iron, IIIAB",3200,Found,01/01/1960 12:00:00 AM,-21.33333,-44.66667,"(-21.33333, -44.66667)"
Johnny's Donga,12196,Valid,Unknown,,Found,01/01/1965 12:00:00 AM,-30.33333,126.36667,"(-30.33333, 126.36667)"
Jonah,12200,Valid,H5,1304,Found,01/01/1963 12:00:00 AM,30.625,-97.53333,"(30.625, -97.53333)"
Kabakly,12219,Valid,H4,71.6,Found,01/01/1965 12:00:00 AM,39.76667,62.51667,"(39.76667, 62.51667)"
Kaffir (a),12223,Valid,L5,1874.9,Found,01/01/1965 12:00:00 AM,34.62333,-101.91667,"(34.62333, -101.91667)"
Kaffir (b),12224,Valid,H4,3500,Found,01/01/1966 12:00:00 AM,34.67167,-101.815,"(34.67167, -101.815)"
Kennard,12279,Valid,H5,8200,Found,01/01/1961 12:00:00 AM,41.48333,-96.16667,"(41.48333, -96.16667)"
Kalvesta,12237,Valid,H4,10000,Found,01/01/1968 12:00:00 AM,38.08333,-100.25,"(38.08333, -100.25)"
Kapunda,12254,Valid,"Iron, IIIAB",542,Found,01/01/1965 12:00:00 AM,-34.31667,138.93333,"(-34.31667, 138.93333)"
Karasburg,12257,Valid,"Iron, IIIAB?",12000,Found,01/01/1964 12:00:00 AM,-27.66667,18.96667,"(-27.66667, 18.96667)"
Kargapole,12261,Valid,H4,21800,Found,01/01/1961 12:00:00 AM,55.88333,64.3,"(55.88333, 64.3)"
Kinley,12319,Valid,L6,2000,Found,01/01/1965 12:00:00 AM,52.04667,-107.23333,"(52.04667, -107.23333)"
Kittakittaooloo,12327,Valid,H4,3600,Found,01/01/1970 12:00:00 AM,-28.03333,138.13333,"(-28.03333, 138.13333)"
