name,id,nametype,recclass,mass (g),fall,year,reclat,reclong,GeoLocation
Enshi,10038,Valid,H5,8000,Fell,01/01/1974 12:00:00 AM,30.3,109.5,"(30.3, 109.5)"
Fuyang,10840,Valid,Stone-uncl,2500,Fell,01/01/1977 12:00:00 AM,32.9,115.9,"(32.9, 115.9)"
Gorlovka,10949,Valid,H3.7,3618,Fell,01/01/1974 12:00:00 AM,48.28333,38.08333,"(48.28333, 38.08333)"
Grefsheim,11196,Valid,L5,45.5,Fell,01/01/1976 12:00:00 AM,60.66667,11,"(60.66667, 11.0)"
Guangrao,11437,Valid,L6,1900,Fell,01/01/1980 12:00:00 AM,37.1,118.4,"(37.1, 118.4)"
Guibga,11442,Valid,L5,288,Fell,01/01/1972 12:00:00 AM,13.5,-0.68333,"(13.5, -0.68333)"
Haverö,11859,Valid,Ureilite,1544,Fell,01/01/1971 12:00:00 AM,60.24556,22.06194,"(60.24556, 22.06194)"
Iguaracu,12003,Valid,H5,1200,Fell,01/01/1977 12:00:00 AM,-23.2,-51.83333,"(-23.2, -51.83333)"
Ijopega,12004,Valid,H6,7330,Fell,01/01/1975 12:00:00 AM,-6.03333,145.36667,"(-6.03333, 145.36667)"
Innisfree,12039,Valid,L5,4576,Fell,01/01/1977 12:00:00 AM,53.415,-111.3375,"(53.415, -111.3375)"
Ipiranga,12043,Valid,H6,7000,Fell,01/01/1972 12:00:00 AM,-25.5,-54.5,"(-25.5, -54.5)"
Jartai,12074,Valid,L6,20500,Fell,01/01/1979 12:00:00 AM,39.7,105.8,"(39.7, 105.8)"
Jilin,12171,Valid,H5,4000000,Fell,01/01/1976 12:00:00 AM,44.05,126.16667,"(44.05, 126.16667)"
Jolomba,12199,Valid,LL6,483,Fell,01/01/1974 12:00:00 AM,-11.85,15.83333,"(-11.85, 15.83333)"
Junan,12210,Valid,L6,950,Fell,01/01/1976 12:00:00 AM,35.2,118.8,"(35.2, 118.8)"
Kabo,12220,Valid,H4,13400,Fell,01/01/1971 12:00:00 AM,11.85,8.21667,"(11.85, 8.21667)"
Kaidun,12228,Valid,CR2,2000,Fell,01/01/1980 12:00:00 AM,15,48.3,"(15.0, 48.3)"
Kiffa,12303,Valid,H5,1500,Fell,01/01/1970 12:00:00 AM,16.58333,-11.33333,"(16.58333, -11.33333)"
Kutais,12383,Valid,H5,23,Fell,01/01/1977 12:00:00 AM,44.51667,39.3,"(44.51667, 39.3)"
Lichtenberg,14646,Valid,H6,4000,Fell,01/01/1973 12:00:00 AM,-26.15,26.18333,"(-26.15, 26.18333)"
Lishui,14659,Valid,L5,498,Fell,01/01/1978 12:00:00 AM,31.63333,118.98333,"(31.63333, 118.98333)"
Lost City,14711,Valid,H5,17000,Fell,01/01/1970 12:00:00 AM,36.00833,-95.15,"(36.00833, -95.15)"
Louisville,14716,Valid,L6,1300,Fell,01/01/1977 12:00:00 AM,38.25,-85.75,"(38.25, -85.75)"
Lunan,14754,Valid,H6,2520,Fell,01/01/1980 12:00:00 AM,24.8,103.3,"(24.8, 103.3)"
Malakal,15394,Valid,L5,2000,Fell,01/01/1970 12:00:00 AM,9.5,31.75,"(9.5, 31.75)"
Marilia,15422,Valid,H4,2500,Fell,01/01/1971 12:00:00 AM,-22.25,-49.93333,"(-22.25, -49.93333)"
Mayo Belwa,15451,Valid,Aubrite,4850,Fell,01/01/1974 12:00:00 AM,8.96667,12.08333,"(8.96667, 12.08333)"
Mianchi,16631,Valid,H5,1100,Fell,01/01/1980 12:00:00 AM,34.8,111.7,"(34.8, 111.7)"
Naragh,16909,Valid,H6,2700,Fell,01/01/1974 12:00:00 AM,33.75,51.5,"(33.75, 51.5)"
Natal,16923,Valid,Stone-uncl,1.4,Fell,01/01/1973 12:00:00 AM,,,
Nejo,16941,Valid,L6,2450,Fell,01/01/1970 12:00:00 AM,9.5,35.33333,"(9.5, 35.33333)"
Ningbo,16980,Valid,"Iron, IVA",14250,Fell,01/01/1975 12:00:00 AM,29.86667,121.48333,"(29.86667, 121.48333)"
Noventa Vicentina,17930,Valid,H4,177,Fell,01/01/1971 12:00:00 AM,45.29167,11.52722,"(45.29167, 11.52722)"
Nuevo Mercurio,17938,Valid,H5,50000,Fell,01/01/1978 12:00:00 AM,24.3,-102.13333,"(24.3, -102.13333)"
Qingzhen,18908,Valid,EH3,2600,Fell,01/01/1976 12:00:00 AM,26.53333,106.46667,"(26.53333, 106.46667)"
Richland Springs,22602,Valid,OC,1900,Fell,01/01/1980 12:00:00 AM,31.25,-99.03333,"(31.25, -99.03333)"
Ruhobobo,22780,Valid,L6,465.5,Fell,01/01/1976 12:00:00 AM,-1.45,29.83333,"(-1.45, 29.83333)"
San Juan Capistrano,23128,Valid,H6,56,Fell,01/01/1973 12:00:00 AM,33.48472,-117.6625,"(33.48472, -117.6625)"
Sheyang,23531,Valid,L6,605,Fell,01/01/1976 12:00:00 AM,33.65,120.06667,"(33.65, 120.06667)"
Shuangyang,23582,Valid,H5,3900,Fell,01/01/1971 12:00:00 AM,43.5,125.66667,"(43.5, 125.66667)"
Stratford,23728,Valid,L6,50,Fell,01/01/1974 12:00:00 AM,41.2,-73.13333,"(41.2, -73.13333)"
Tambakwatu,23795,Valid,L6,10500,Fell,01/01/1975 12:00:00 AM,-7.75,112.76667,"(-7.75, 112.76667)"
Tillaberi,23999,Valid,L6,3000,Fell,01/01/1970 12:00:00 AM,14.25,1.53333,"(14.25, 1.53333)"
Tuxtuac,24086,Valid,LL5,30000,Fell,01/01/1975 12:00:00 AM,21.66667,-103.36667,"(21.66667, -103.36667)"
Ucera,24097,Valid,H5,4590,Fell,01/01/1970 12:00:00 AM,11.05,-69.85,"(11.05, -69.85)"
Udaipur,24099,Valid,H3,2000,Fell,01/01/1976 12:00:00 AM,,,
Valera,24149,Valid,L5,50000,Fell,01/01/1972 12:00:00 AM,9.31667,-70.62833,"(9.31667, -70.62833)"
Wethersfield (1971),24250,Valid,L6,350,Fell,01/01/1971 12:00:00 AM,41.7,-72.65,"(41.7, -72.65)"
Xi Ujimgin,24345,Valid,L/LL6-an,5900,Fell,01/01/1980 12:00:00 AM,44.66667,117.5,"(44.66667, 117.5)"
Xingyang,24346,Valid,H6,75500,Fell,01/01/1977 12:00:00 AM,32.33333,114.31667,"(32.33333, 114.31667)"
Zhuanghe,30408,Valid,H5,2900,Fell,01/01/1976 12:00:00 AM,39.66667,122.98333,"(39.66667, 122.98333)"
Adelaide,377,Valid,C2-ung,2031,Found,01/01/1972 12:00:00 AM,,,
Aguas Calientes,399,Valid,H,260.1,Found,01/01/1971 12:00:00 AM,-25.5,-68.4,"(-25.5, -68.4)"
Aliskerovo,472,Valid,"Iron, IIIE-an",58400,Found,01/01/1977 12:00:00 AM,67.88333,167.5,"(67.88333, 167.5)"
Alkhamasin,475,Valid,"Iron, IIAB",1200000,Found,01/01/1973 12:00:00 AM,20.6,44.88333,"(20.6, 44.88333)"
Allan Hills A76001,1308,Valid,L6,20151,Found,01/01/1976 12:00:00 AM,-76.75,159.33333,"(-76.75, 159.33333)"
Allan Hills A76002,1309,Valid,"Iron, IAB-MG",1510,Found,01/01/1976 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A76003,1310,Valid,L6,10495,Found,01/01/1976 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A76004,1311,Valid,LL3.3,305,Found,01/01/1976 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A76005,1312,Valid,Eucrite-pmict,1425,Found,01/01/1976 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A76006,1313,Valid,H6,1137,Found,01/01/1976 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A76007,1314,Valid,L6,410,Found,01/01/1976 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A76008,1315,Valid,H6,1150,Found,01/01/1976 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A76009,1316,Valid,L6,407000,Found,01/01/1976 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77001,1317,Valid,L6,252,Found,01/01/1977 12:00:00 AM,-76.75,159.33333,"(-76.75, 159.33333)"
Allan Hills A77002,1318,Valid,L5,235.2,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77003,1319,Valid,CO3.6,779.6,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77004,1320,Valid,H4,2230,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77005,1321,Valid,Martian (shergottite),482.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77007,1322,Valid,H5,99.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77008,1323,Valid,L6,93,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77009,1324,Valid,H4,235.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77010,1325,Valid,H4,295.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77011,1326,Valid,L3.5,291.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77012,1327,Valid,H5,180.2,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77013,1328,Valid,L3.6,23,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77014,1329,Valid,H5,308.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77015,1330,Valid,L3.5,411.1,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77016,1331,Valid,H5,78.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77017,1332,Valid,H5,77.9,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77018,1333,Valid,H5,51.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77019,1334,Valid,L6,59.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77021,1335,Valid,H5,16.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77022,1336,Valid,H5,16,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77023,1337,Valid,H5,21.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77024,1338,Valid,H4,10.75,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77025,1339,Valid,H5,19.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77026,1340,Valid,L6,20.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77027,1341,Valid,L6,3.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77028,1342,Valid,L6,0.53,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77029,1343,Valid,CO3.4,1.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77030,1344,Valid,H4/5,0.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77031,1345,Valid,L3.5,0.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77032,1346,Valid,L3,6.74,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77033,1347,Valid,L3.5,9.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77034,1348,Valid,L3.5,1.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77035,1349,Valid,L(?)3,1.67,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77036,1350,Valid,L3.5,8.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77037,1351,Valid,H5,2.33,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77038,1352,Valid,H5,18.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77039,1353,Valid,H5,8.2,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77040,1354,Valid,L3,2.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77041,1355,Valid,LL6,16.6,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77042,1356,Valid,H5,20.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77043,1357,Valid,L3.5,11.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77044,1358,Valid,H4,12.25,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77045,1359,Valid,H5,17.9,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77046,1360,Valid,H6,7.6,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77047,1361,Valid,L3.5,20.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77048,1362,Valid,L/LL3,14.93,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77049,1363,Valid,L3.5,7.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77050,1364,Valid,L3.6,84.2,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77051,1365,Valid,H5,15,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77052,1366,Valid,L3.5,112.2,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77053,1367,Valid,H6,13.05,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77054,1368,Valid,H5,10.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77055,1369,Valid,H4/5,5.07,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77056,1370,Valid,H4,12.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77057,1371,Valid,H4,3.03,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77058,1372,Valid,H5,3.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77059,1373,Valid,H4,6.44,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77060,1374,Valid,LL5,64.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77061,1375,Valid,H5,12.6,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77062,1376,Valid,H5,16.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77063,1377,Valid,H5,2.9,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77064,1378,Valid,H5,6.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77065,1379,Valid,H5,2.65,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77066,1380,Valid,H5,4.9,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77067,1381,Valid,H4,4.09,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77069,1382,Valid,L6,0.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77070,1383,Valid,H5,18.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77071,1384,Valid,H5,10.9,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77072,1385,Valid,H4,0.27,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77073,1386,Valid,H5,10.1,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77074,1387,Valid,H5,12.1,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77075,1388,Valid,L/LL3,1.2,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77076,1389,Valid,H5,1.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77077,1390,Valid,H4,13.73,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77078,1391,Valid,H5,24.1,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77079,1392,Valid,H5,7.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77080,1393,Valid,L3,1.14,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77081,1394,Valid,Acapulcoite,8.6,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77082,1395,Valid,H5,12,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77083,1396,Valid,H4,9.07,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77084,1397,Valid,H5,44.1,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77085,1398,Valid,H5,45.9,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77086,1399,Valid,H5,19.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77087,1400,Valid,H5,30.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77088,1401,Valid,H5,51.2,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77089,1402,Valid,L6,7.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77090,1403,Valid,H4/5,9.54,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77091,1404,Valid,H5,4.2,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77092,1405,Valid,H5,45,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77093,1406,Valid,H4/5,9.05,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77094,1407,Valid,H5,6.6,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77095,1408,Valid,H4,4.47,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77096,1409,Valid,H5,2.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77097,1410,Valid,H4/5,1.36,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77098,1411,Valid,H5,8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77099,1412,Valid,H4,4.98,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77100,1413,Valid,H5,18.2,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77101,1414,Valid,H5,3.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77102,1415,Valid,H5,12.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77103,1416,Valid,H5,4.13,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77104,1417,Valid,H5,6.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77105,1418,Valid,H4/5,3.44,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77106,1419,Valid,H5,7.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77107,1420,Valid,H5,4.71,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77108,1421,Valid,H5,0.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77111,1423,Valid,H6,52.3,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77112,1424,Valid,H5,21.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77113,1425,Valid,H5,2,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77114,1426,Valid,H5,44.5,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77115,1427,Valid,L3.5,154.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77116,1428,Valid,H5,7.04,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77117,1429,Valid,L5,20.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77118,1430,Valid,H5,7.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77119,1431,Valid,H5,6.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77120,1432,Valid,H5,3.9,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77121,1433,Valid,H5,4.48,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77122,1434,Valid,H5,4.6,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77123,1435,Valid,H5,3.46,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77124,1436,Valid,H5,4.4,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77125,1437,Valid,H5,18.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77126,1438,Valid,H5,25.2,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77127,1439,Valid,L5,3.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77128,1440,Valid,H5,3.77,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77129,1441,Valid,H5,1.7,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
Allan Hills A77130,1442,Valid,H5,24.8,Found,01/01/1977 12:00:00 AM,-76.71667,159.66667,"(-76.71667, 159.66667)"
